BIN,Brand,Type,Category,Issuer,IssuerPhone,IssuerUrl,isoCode2,isoCode3,CountryName
413226,VISA,CREDIT,CLASSIC,"T.C. ZIRAAT BANKASI, A.S.",,,TR,TUR,TURKEY
413252,VISA,CREDIT,PLATINUM,AKBANK T.A.S.,+904442525,http://www.akbank.com,TR,TUR,TURKEY
413382,VISA,DEBIT,CLASSIC,"YAPI VE KREDI BANKASI, A.S.",+904440444,http://www.yapikredi.com.tr,TR,TUR,TURKEY
413528,VISA,DEBIT,PLATINUM,"TURK EKONOMI BANKASI, A.S.",,http://www.teb.com.tr,TR,TUR,TURKEY
413583,VISA,CREDIT,GOLD,"FINANSBANK, A.S.",+908502220900,https://www.qnbfinansbank.com,TR,TUR,TURKEY
413729,VISA,CREDIT,PLATINUM,ICBC TURKEY BANK ANONIM SIRKETI,,,TR,TUR,TURKEY
413762,VISA,CREDIT,GOLD,"ING BANK, A.S.",+902123351000,http://www.ingbank.com.tr,TR,TUR,TURKEY
413791,VISA,CREDIT,CLASSIC,"ING BANK, A.S.",+902123351000,http://www.ingbank.com.tr,TR,TUR,TURKEY
413792,VISA,CREDIT,GOLD,"ING BANK, A.S.",+902123351000,http://www.ingbank.com.tr,TR,TUR,TURKEY
413972,VISA,CREDIT,CLASSIC,ICBC TURKEY BANK ANONIM SIRKETI,,,TR,TUR,TURKEY
414070,VISA,CREDIT,PLATINUM,"ING BANK, A.S.",+908502220600,http://www.ingbank.com.tr,TR,TUR,TURKEY
414388,VISA,CREDIT,CLASSIC,QNB BANK A.S,,,TR,TUR,TURKEY
414392,VISA,DEBIT,CLASSIC,"YAPI VE KREDI BANKASI, A.S.",+904440444,http://www.yapikredi.com.tr,TR,TUR,TURKEY
414941,VISA,DEBIT,ELECTRON,BURGAN BANK,,,TR,TUR,TURKEY
415514,VISA,CREDIT,PLATINUM,"TURKIYE HALK BANKASI, A.S.",,http://www.halkbank.com.tr,TR,TUR,TURKEY
415515,VISA,DEBIT,ELECTRON,"TURKIYE HALK BANKASI, A.S.",,http://www.halkbank.com.tr,TR,TUR,TURKEY
415565,VISA,CREDIT,CLASSIC,QNB BANK A.S,,,TR,TUR,TURKEY
415570,VISA,CREDIT,,,,,TR,TUR,TURKEY
415792,VISA,CREDIT,CLASSIC,TURKIYE VAKIFLAR BANKASI T.A.O.,+903124557851,http://www.vakifbank.com.tr,TR,TUR,TURKEY
415956,VISA,DEBIT,CLASSIC,QNB BANK A.S,,,TR,TUR,TURKEY
416275,VISA,DEBIT,GOLD,"TURKIYE FINANS KATILIM BANKASI, A.S.",,http://www.turkiyefinans.com.tr,TR,TUR,TURKEY
416283,VISA,DEBIT,ELECTRON,"T.C. ZIRAAT BANKASI, A.S.",,,TR,TUR,TURKEY
416350,VISA,CREDIT,CLASSIC,"TURK EKONOMI BANKASI, A.S.",,http://www.teb.com.tr,TR,TUR,TURKEY
416394,VISA,CREDIT,PERSONAL,"ALTERNATIFBANK, A.S.",,http://www.abank.com.tr,TR,TUR,TURKEY
416508,VISA,CREDIT,GOLD,TURKIYE GARANTI BANKASI A. S.,,,TR,TUR,TURKEY
416509,VISA,DEBIT,CLASSIC,TURKIYE GARANTI BANKASI A. S.,,,TR,TUR,TURKEY
416510,VISA,CREDIT,PLATINUM,"YAPI VE KREDI BANKASI, A.S.",,http://www.yapikredi.com.tr,TR,TUR,TURKEY
416512,VISA,CREDIT,BUSINESS,"YAPI VE KREDI BANKASI, A.S.",,http://www.yapikredi.com.tr,TR,TUR,TURKEY
416513,VISA,CREDIT,CORPORATE T&E,TURKIYE GARANTI BANKASI A. S.,,,TR,TUR,TURKEY
416563,VISA,CREDIT,BUSINESS,"TURK EKONOMI BANKASI, A.S.",,http://www.teb.com.tr,TR,TUR,TURKEY
416607,VISA,CREDIT,CLASSIC,"TURKIYE HALK BANKASI, A.S.",,http://www.halkbank.com.tr,TR,TUR,TURKEY
416757,VISA,CREDIT,CLASSIC,TURKIYE VAKIFLAR BANKASI T.A.O.,+903124557851,http://www.vakifbank.com.tr,TR,TUR,TURKEY
416987,VISA,CREDIT,BUSINESS,"ASYA KATILIM BANKASI, A.S.",+902166335000,http://www.bankasya.com.tr,TR,TUR,TURKEY
417715,VISA,CREDIT,BUSINESS,"ALBARAKA TURK KATILIM BANKASI, A.S.",,,TR,TUR,TURKEY
417716,VISA,DEBIT,CLASSIC,"ALBARAKA TURK KATILIM BANKASI, A.S.",,,TR,TUR,TURKEY
418342,VISA,CREDIT,CLASSIC,"TURKIYE IS BANKASI, A.S.",,http://www.isbank.com.tr,TR,TUR,TURKEY
418343,VISA,CREDIT,CLASSIC,"TURKIYE IS BANKASI, A.S.",,http://www.isbank.com.tr,TR,TUR,TURKEY
418344,VISA,CREDIT,GOLD,"TURKIYE IS BANKASI, A.S.",,http://www.isbank.com.tr,TR,TUR,TURKEY
418345,VISA,CREDIT,GOLD,"TURKIYE IS BANKASI, A.S.",,http://www.isbank.com.tr,TR,TUR,TURKEY
419389,VISA,CREDIT,PERSONAL,"TURKISH BANK, A.S.",,,TR,TUR,TURKEY
420092,VISA,DEBIT,BUSINESS,QNB BANK A.S,,,TR,TUR,TURKEY
420322,VISA,CREDIT,GOLD,"ING BANK, A.S.",,http://www.ingbank.com.tr,TR,TUR,TURKEY
420323,VISA,CREDIT,GOLD,"ING BANK, A.S.",,http://www.ingbank.com.tr,TR,TUR,TURKEY
420324,VISA,CREDIT,PLATINUM,"ING BANK, A.S.",,http://www.ingbank.com.tr,TR,TUR,TURKEY
420342,VISA,DEBIT,PREPAID CLASSIC,"YAPI VE KREDI BANKASI, A.S.",,http://www.yapikredi.com.tr,TR,TUR,TURKEY
420343,VISA,DEBIT,PREPAID CLASSIC,"YAPI VE KREDI BANKASI, A.S.",,http://www.yapikredi.com.tr,TR,TUR,TURKEY
420344,VISA,DEBIT,PREPAID BUSINESS,"YAPI VE KREDI BANKASI, A.S.",,http://www.yapikredi.com.tr,TR,TUR,TURKEY
420556,VISA,DEBIT,PREPAID CLASSIC,"TURKIYE IS BANKASI, A.S.",,http://www.isbank.com.tr,TR,TUR,TURKEY
421030,VISA,DEBIT,BUSINESS,"TURKIYE HALK BANKASI, A.S.",,http://www.halkbank.com.tr,TR,TUR,TURKEY
421086,VISA,DEBIT,PREPAID CLASSIC,SEKERBANK T.A.S.,+902123197000,http://www.sekerbank.com.tr,TR,TUR,TURKEY
422376,VISA,CREDIT,CLASSIC,"FINANSBANK, A.S.",+908502220900,https://www.qnbfinansbank.com,TR,TUR,TURKEY
422629,VISA,CREDIT,GOLD,"HSBC BANK, A.S.",+902123764000,http://www.hsbc.com.tr,TR,TUR,TURKEY
423002,VISA,CREDIT,GOLD,"ALBARAKA TURK KATILIM BANKASI, A.S.",,,TR,TUR,TURKEY
423025,VISA,DEBIT,PREPAID CLASSIC,"SIPAY ELEKTRONIK PARA VE ODEME HIZMETLERI, A.S.",,,TR,TUR,TURKEY
423091,VISA,DEBIT,PLATINUM,"ING BANK, A.S.",,http://www.ingbank.com.tr,TR,TUR,TURKEY
423277,VISA,CREDIT,CLASSIC,"FINANSBANK, A.S.",+908502220900,https://www.qnbfinansbank.com,TR,TUR,TURKEY
423398,VISA,CREDIT,CLASSIC,"FINANSBANK, A.S.",+908502220900,https://www.qnbfinansbank.com,TR,TUR,TURKEY
423400,VISA,CREDIT,GOLD,TURKIYE GARANTI BANKASI A. S.,,,TR,TUR,TURKEY
423401,VISA,CREDIT,BUSINESS,TURKIYE GARANTI BANKASI A. S.,,,TR,TUR,TURKEY
423402,VISA,CREDIT,BUSINESS,TURKIYE GARANTI BANKASI A. S.,,,TR,TUR,TURKEY
423403,VISA,CREDIT,CLASSIC,TURKIYE GARANTI BANKASI A. S.,,,TR,TUR,TURKEY
423404,VISA,CREDIT,GOLD,TURKIYE GARANTI BANKASI A. S.,,,TR,TUR,TURKEY
423405,VISA,CREDIT,PLATINUM,TURKIYE GARANTI BANKASI A. S.,,,TR,TUR,TURKEY
423406,VISA,CREDIT,BUSINESS,TURKIYE GARANTI BANKASI A. S.,,,TR,TUR,TURKEY
423407,VISA,CREDIT,GOLD,TURKIYE GARANTI BANKASI A. S.,,,TR,TUR,TURKEY
423408,VISA,CREDIT,PLATINUM,TURKIYE GARANTI BANKASI A. S.,,,TR,TUR,TURKEY
423409,VISA,CREDIT,INFINITE,TURKIYE GARANTI BANKASI A. S.,,,TR,TUR,TURKEY
423410,VISA,CREDIT,INFINITE,TURKIYE GARANTI BANKASI A. S.,,,TR,TUR,TURKEY
423411,VISA,CREDIT,INFINITE,TURKIYE GARANTI BANKASI A. S.,,,TR,TUR,TURKEY
423412,VISA,CREDIT,INFINITE,TURKIYE GARANTI BANKASI A. S.,,,TR,TUR,TURKEY
423413,VISA,CREDIT,CORPORATE T&E,TURKIYE GARANTI BANKASI A. S.,,,TR,TUR,TURKEY
423414,VISA,CREDIT,BUSINESS,TURKIYE GARANTI BANKASI A. S.,,,TR,TUR,TURKEY
423415,VISA,CREDIT,SIGNATURE,TURKIYE GARANTI BANKASI A. S.,,,TR,TUR,TURKEY
423416,VISA,CREDIT,CLASSIC,TURKIYE GARANTI BANKASI A. S.,,,TR,TUR,TURKEY
423417,VISA,CREDIT,CLASSIC,TURKIYE GARANTI BANKASI A. S.,,,TR,TUR,TURKEY
423418,VISA,CREDIT,GOLD,TURKIYE GARANTI BANKASI A. S.,,,TR,TUR,TURKEY
423419,VISA,CREDIT,PLATINUM,TURKIYE GARANTI BANKASI A. S.,,,TR,TUR,TURKEY
423422,VISA,CREDIT,GOLD,TURKIYE GARANTI BANKASI A. S.,,,TR,TUR,TURKEY
423423,VISA,CREDIT,SIGNATURE,TURKIYE GARANTI BANKASI A. S.,,,TR,TUR,TURKEY
423424,VISA,CREDIT,GOLD,TURKIYE GARANTI BANKASI A. S.,,,TR,TUR,TURKEY
423425,VISA,DEBIT,PREPAID CLASSIC,"TURKIYE IS BANKASI, A.S.",,http://www.isbank.com.tr,TR,TUR,TURKEY
423430,VISA,DEBIT,PREPAID CLASSIC,"TURKIYE IS BANKASI, A.S.",,http://www.isbank.com.tr,TR,TUR,TURKEY
423431,VISA,DEBIT,PREPAID CLASSIC,"TURKIYE IS BANKASI, A.S.",,http://www.isbank.com.tr,TR,TUR,TURKEY
423432,VISA,DEBIT,CLASSIC,"TURKIYE IS BANKASI, A.S.",,http://www.isbank.com.tr,TR,TUR,TURKEY
423433,VISA,CREDIT,CLASSIC,"TURKIYE IS BANKASI, A.S.",,http://www.isbank.com.tr,TR,TUR,TURKEY
423434,VISA,DEBIT,PREPAID CLASSIC,"TURKIYE IS BANKASI, A.S.",,http://www.isbank.com.tr,TR,TUR,TURKEY
423435,VISA,DEBIT,SIGNATURE,"TURKIYE IS BANKASI, A.S.",,http://www.isbank.com.tr,TR,TUR,TURKEY
423436,VISA,DEBIT,CLASSIC,"TURKIYE IS BANKASI, A.S.",,http://www.isbank.com.tr,TR,TUR,TURKEY
423437,VISA,DEBIT,PREPAID CLASSIC,"TURKIYE IS BANKASI, A.S.",,http://www.isbank.com.tr,TR,TUR,TURKEY
423438,VISA,CREDIT,CLASSIC,"TURK EKONOMI BANKASI, A.S.",,http://www.teb.com.tr,TR,TUR,TURKEY
423439,VISA,DEBIT,CLASSIC,"TURK EKONOMI BANKASI, A.S.",,http://www.teb.com.tr,TR,TUR,TURKEY
423455,VISA,DEBIT,PREPAID CLASSIC,"TURKIYE IS BANKASI, A.S.",,http://www.isbank.com.tr,TR,TUR,TURKEY
423478,VISA,DEBIT,PLATINUM,TURKIYE VAKIFLAR BANKASI T.A.O.,+903124557851,http://www.vakifbank.com.tr,TR,TUR,TURKEY
423480,VISA,CREDIT,CLASSIC,"TURKIYE HALK BANKASI, A.S.",,http://www.halkbank.com.tr,TR,TUR,TURKEY
423495,VISA,CREDIT,PERSONAL,FIBABANKA,,,TR,TUR,TURKEY
423667,VISA,DEBIT,PREPAID,"DENIZBANK, A.S.",+904440800,http://www.denizbank.com,TR,TUR,TURKEY
423833,VISA,DEBIT,CLASSIC,SEKERBANK T.A.S.,+902123197000,http://www.sekerbank.com.tr,TR,TUR,TURKEY
424360,VISA,CREDIT,GOLD,"DENIZBANK, A.S.",,http://www.denizbank.com,TR,TUR,TURKEY
424361,VISA,CREDIT,PLATINUM,"DENIZBANK, A.S.",,http://www.denizbank.com,TR,TUR,TURKEY
424407,VISA,CREDIT,BUSINESS,"TEKFENBANK, A.S.",,,TR,TUR,TURKEY
424487,VISA,CREDIT,PERSONAL,"KUVEYT TURK KATILIM BANKASI, A.S.",+904440123,http://www.kuveytturk.com.tr,TR,TUR,TURKEY
424909,VISA,CREDIT,CLASSIC,"HSBC BANK, A.S.",+902123764000,http://www.hsbc.com.tr,TR,TUR,TURKEY
424927,VISA,CREDIT,CLASSIC,"TURKIYE FINANS KATILIM BANKASI, A.S.",,http://www.turkiyefinans.com.tr,TR,TUR,TURKEY
424931,VISA,CREDIT,CLASSIC,"TURKIYE FINANS KATILIM BANKASI , A.S.",,,TR,TUR,TURKEY
424935,VISA,CREDIT,PLATINUM,"ALBARAKA TURK KATILIM BANKASI, A.S.",,,TR,TUR,TURKEY
425669,VISA,CREDIT,BUSINESS,AKBANK T.A.S.,+904442525,http://www.akbank.com,TR,TUR,TURKEY
425846,VISA,CREDIT,GOLD,"ANADOLUBANK, A.S.",,,TR,TUR,TURKEY
425847,VISA,CREDIT,CLASSIC,"ANADOLUBANK, A.S.",,,TR,TUR,TURKEY
425848,VISA,CREDIT,BUSINESS,"ANADOLUBANK, A.S.",,,TR,TUR,TURKEY
425849,VISA,DEBIT,CLASSIC,"ANADOLUBANK, A.S.",,,TR,TUR,TURKEY
425979,VISA,DEBIT,ELECTRON,"IKTISAT BANKASI TURK, A.S.",,,TR,TUR,TURKEY
426391,VISA,CREDIT,GOLD,"CITIBANK, A.S.",+902123194500,https://www.citibank.com.tr,TR,TUR,TURKEY
426392,VISA,CREDIT,CLASSIC,"CITIBANK, A.S.",+902123194500,https://www.citibank.com.tr,TR,TUR,TURKEY
426886,VISA,CREDIT,CLASSIC,TURKIYE GARANTI BANKASI A. S.,,,TR,TUR,TURKEY
426887,VISA,CREDIT,GOLD,TURKIYE GARANTI BANKASI A. S.,,,TR,TUR,TURKEY
426888,VISA,CREDIT,PLATINUM,TURKIYE GARANTI BANKASI A. S.,,,TR,TUR,TURKEY
426889,VISA,DEBIT,ELECTRON,TURKIYE GARANTI BANKASI A. S.,,,TR,TUR,TURKEY
427308,VISA,CREDIT,CLASSIC,"TURK EKONOMI BANKASI, A.S.",,http://www.teb.com.tr,TR,TUR,TURKEY
427311,VISA,CREDIT,CORPORATE T&E,QNB BANK A.S,,,TR,TUR,TURKEY
427314,VISA,CREDIT,BUSINESS,TURKIYE GARANTI BANKASI A. S.,,,TR,TUR,TURKEY
427315,VISA,CREDIT,BUSINESS,TURKIYE GARANTI BANKASI A. S.,,,TR,TUR,TURKEY
427335,VISA,CREDIT,BUSINESS,,,,TR,TUR,TURKEY
427336,VISA,CREDIT,BUSINESS,,,,TR,TUR,TURKEY
427707,VISA,CREDIT,BUSINESS,"TURK EKONOMI BANKASI, A.S.",,http://www.teb.com.tr,TR,TUR,TURKEY
428220,VISA,CREDIT,GOLD,TURKIYE GARANTI BANKASI A. S.,,,TR,TUR,TURKEY
428221,VISA,CREDIT,PLATINUM,TURKIYE GARANTI BANKASI A. S.,,,TR,TUR,TURKEY
428240,VISA,CREDIT,PLATINUM,"HSBC BANK, A.S.",+902123764000,http://www.hsbc.com.tr,TR,TUR,TURKEY
428462,VISA,CREDIT,CLASSIC,"TURKIYE FINANS KATILIM BANKASI, A.S.",,http://www.turkiyefinans.com.tr,TR,TUR,TURKEY
428945,VISA,CREDIT,BUSINESS,TURKIYE VAKIFLAR BANKASI T.A.O.,+903124557851,http://www.vakifbank.com.tr,TR,TUR,TURKEY
431024,VISA,CREDIT,BUSINESS,"KUVEYT TURK KATILIM BANKASI, A.S.",+904440123,http://www.kuveytturk.com.tr,TR,TUR,TURKEY
431379,VISA,DEBIT,CLASSIC,QNB BANK A.S,,,TR,TUR,TURKEY
431594,VISA,CREDIT,CLASSIC,"HSBC BANK, A.S.",+902123764000,http://www.hsbc.com.tr,TR,TUR,TURKEY
432071,VISA,CREDIT,SIGNATURE,AKBANK T.A.S.,+904442525,http://www.akbank.com,TR,TUR,TURKEY
432072,VISA,CREDIT,SIGNATURE,AKBANK T.A.S.,+904442525,http://www.akbank.com,TR,TUR,TURKEY
432284,VISA,CREDIT,CLASSIC,"ALBARAKA TURK KATILIM BANKASI, A.S.",,,TR,TUR,TURKEY
432285,VISA,CREDIT,GOLD,"ALBARAKA TURK KATILIM BANKASI, A.S.",,,TR,TUR,TURKEY
432951,VISA,CREDIT,INFINITE,TURKIYE GARANTI BANKASI A. S.,,,TR,TUR,TURKEY
432952,VISA,CREDIT,INFINITE,TURKIYE GARANTI BANKASI A. S.,,,TR,TUR,TURKEY
432953,VISA,CREDIT,INFINITE,TURKIYE GARANTI BANKASI A. S.,,,TR,TUR,TURKEY
432954,VISA,CREDIT,INFINITE,TURKIYE GARANTI BANKASI A. S.,,,TR,TUR,TURKEY
433383,VISA,CREDIT,CLASSIC,SEKERBANK T.A.S.,+902123197000,http://www.sekerbank.com.tr,TR,TUR,TURKEY
433384,VISA,CREDIT,GOLD,SEKERBANK T.A.S.,+902123197000,http://www.sekerbank.com.tr,TR,TUR,TURKEY
434524,VISA,DEBIT,CLASSIC,"ALBARAKA TURK KATILIM BANKASI, A.S.",,,TR,TUR,TURKEY
434528,VISA,CREDIT,CLASSIC,"T.C. ZIRAAT BANKASI, A.S.",,,TR,TUR,TURKEY
434529,VISA,DEBIT,CLASSIC,"T.C. ZIRAAT BANKASI, A.S.",,,TR,TUR,TURKEY
434530,VISA,DEBIT,BUSINESS,TURKIYE VAKIFLAR BANKASI T.A.O.,+903124557851,http://www.vakifbank.com.tr,TR,TUR,TURKEY
434572,VISA,CREDIT,BUSINESS,"ALBARAKA TURK KATILIM BANKASI, A.S.",,,TR,TUR,TURKEY
434610,VISA,DEBIT,PREPAID CLASSIC,"SIPAY ELEKTRONIK PARA VE ODEME HIZMETLERI, A.S.",,,TR,TUR,TURKEY
434611,VISA,DEBIT,PREPAID CLASSIC,"SIPAY ELEKTRONIK PARA VE ODEME HIZMETLERI, A.S.",,,TR,TUR,TURKEY
434724,VISA,CREDIT,CLASSIC,TURKIYE VAKIFLAR BANKASI T.A.O.,+903124557851,http://www.vakifbank.com.tr,TR,TUR,TURKEY
434727,VISA,DEBIT,PREPAID CLASSIC,"TURKCELL ODEME VE ELEKTRONIK PARA-HIZMETLERI, A.S.",,,TR,TUR,TURKEY
434728,VISA,DEBIT,PREPAID,"YAPI VE KREDI BANKASI, A.S.",,http://www.yapikredi.com.tr,TR,TUR,TURKEY
434742,VISA,DEBIT,PREPAID,"YAPI VE KREDI BANKASI, A.S.",,http://www.yapikredi.com.tr,TR,TUR,TURKEY
434839,VISA,CREDIT,BUSINESS,"YAPI VE KREDI BANKASI, A.S.",,http://www.yapikredi.com.tr,TR,TUR,TURKEY
434909,VISA,DEBIT,PREPAID,"FIBABANKA, A.S.",,,TR,TUR,TURKEY
434913,VISA,DEBIT,CLASSIC,"POSTA VE TELGRAF TESKILATI, A.S.",,,TR,TUR,TURKEY
434914,VISA,DEBIT,PREPAID CLASSIC,"POSTA VE TELGRAF TESKILATI, A.S.",,,TR,TUR,TURKEY
435508,VISA,CREDIT,CLASSIC,AKBANK T.A.S.,+904442525,http://www.akbank.com,TR,TUR,TURKEY
435509,VISA,CREDIT,GOLD,AKBANK T.A.S.,+904442525,http://www.akbank.com,TR,TUR,TURKEY
435627,VISA,CREDIT,CLASSIC,"TURKIYE FINANS KATILIM BANKASI, A.S.",,http://www.turkiyefinans.com.tr,TR,TUR,TURKEY
435628,VISA,CREDIT,GOLD,"TURKIYE FINANS KATILIM BANKASI, A.S.",,http://www.turkiyefinans.com.tr,TR,TUR,TURKEY
435629,VISA,DEBIT,CLASSIC,"TURKIYE FINANS KATILIM BANKASI, A.S.",,http://www.turkiyefinans.com.tr,TR,TUR,TURKEY
435653,VISA,CREDIT,PLATINUM,QNB BANK A.S,,,TR,TUR,TURKEY
436054,VISA,DEBIT,,,,,TR,TUR,TURKEY
437194,VISA,DEBIT,,,,,TR,TUR,TURKEY
437838,VISA,CREDIT,CLASSIC,"T.C. ZIRAAT BANKASI, A.S.",,,TR,TUR,TURKEY
437897,VISA,CREDIT,CORPORATE T&E,"CITIBANK, A.S.",,https://www.citibank.com.tr,TR,TUR,TURKEY
438040,VISA,CREDIT,PLATINUM,"TURK EKONOMI BANKASI, A.S.",444 0 666 TEB,http://www.teb.com.tr,TR,TUR,TURKEY
438331,VISA,CREDIT,BUSINESS,"TURKIYE IS BANKASI, A.S.",,http://www.isbank.com.tr,TR,TUR,TURKEY
439561,VISA,DEBIT,CLASSIC,"T.C. ZIRAAT BANKASI, A.S.",,,TR,TUR,TURKEY
439562,VISA,DEBIT,PREPAID CLASSIC,"TURK ELEKTRONIK PARA, A.S.",,,TR,TUR,TURKEY
439563,VISA,DEBIT,PREPAID CLASSIC,"TURK ELEKTRONIK PARA, A.S.",,,TR,TUR,TURKEY
439573,VISA,DEBIT,PERSONAL,"LYDIANS ELEKTRONIK PARA VE ODEME HIZMETLERI, A.S.",,,TR,TUR,TURKEY
439574,VISA,DEBIT,PREPAID CLASSIC,"ININAL ODEME VE ELEKTRONIK PARA HIZMETLERI, A.S.",,,TR,TUR,TURKEY
439575,VISA,DEBIT,PREPAID CLASSIC,"LYDIANS ELEKTRONIK PARA VE ODEME HIZMETLERI, A.S.",,,TR,TUR,TURKEY
439683,VISA,DEBIT,PREPAID BUSINESS,"PALADYUM ELEKTRONIK PARA VE ODEME HIZMETLERI, A.S.",,,TR,TUR,TURKEY
439724,VISA,DEBIT,PREPAID CLASSIC,"PALADYUM ELEKTRONIK PARA VE ODEME HIZMETLERI, A.S.",,,TR,TUR,TURKEY
439748,VISA,DEBIT,PREPAID CLASSIC,"ININAL ODEME VE ELEKTRONIK PARA HIZMETLERI, A.S.",,,TR,TUR,TURKEY
439757,VISA,CREDIT,CLASSIC,QNB BANK A.S,,,TR,TUR,TURKEY
439845,VISA,CREDIT,CLASSIC,"TURK EKONOMI BANKASI, A.S.",,http://www.teb.com.tr,TR,TUR,TURKEY
439847,VISA,CREDIT,CLASSIC,KUVEYT TURK EVKAF FINANS KURUMU,,,TR,TUR,TURKEY
439848,VISA,DEBIT,BUSINESS,"KUVEYT TURK KATILIM BANKASI, A.S.",,http://www.kuveytturk.com.tr,TR,TUR,TURKEY
439849,VISA,DEBIT,CLASSIC,"KUVEYT TURK KATILIM BANKASI, A.S.",,http://www.kuveytturk.com.tr,TR,TUR,TURKEY
440247,VISA,DEBIT,CLASSIC,"TURK EKONOMI BANKASI, A.S.",,http://www.teb.com.tr,TR,TUR,TURKEY
440273,VISA,CREDIT,GOLD,"TURK EKONOMI BANKASI, A.S.",444 0 666 TEB,http://www.teb.com.tr,TR,TUR,TURKEY
440274,VISA,DEBIT,CLASSIC,"TURK EKONOMI BANKASI, A.S.",,http://www.teb.com.tr,TR,TUR,TURKEY
440293,VISA,CREDIT,CLASSIC,"TURK EKONOMI BANKASI, A.S.",,http://www.teb.com.tr,TR,TUR,TURKEY
440294,VISA,DEBIT,BUSINESS,"TURK EKONOMI BANKASI, A.S.",,http://www.teb.com.tr,TR,TUR,TURKEY
440295,VISA,DEBIT,PLATINUM,"TURK EKONOMI BANKASI, A.S.",,http://www.teb.com.tr,TR,TUR,TURKEY
440776,VISA,DEBIT,ELECTRON,"TURKIYE HALK BANKASI, A.S.",+903122892000,http://www.halkbank.com.tr,TR,TUR,TURKEY
441007,VISA,CREDIT,CLASSIC,QNB BANK A.S,,,TR,TUR,TURKEY
441033,VISA,CREDIT,CLASSIC,"ASYA KATILIM BANKASI, A.S.",+902166335000,http://www.bankasya.com.tr,TR,TUR,TURKEY
441075,VISA,DEBIT,PREPAID CLASSIC,"TURKIYE IS BANKASI, A.S.",,http://www.isbank.com.tr,TR,TUR,TURKEY
441076,VISA,DEBIT,PREPAID CLASSIC,"TURKIYE IS BANKASI, A.S.",,http://www.isbank.com.tr,TR,TUR,TURKEY
441077,VISA,DEBIT,BUSINESS,"TURKIYE IS BANKASI, A.S.",,http://www.isbank.com.tr,TR,TUR,TURKEY
441115,VISA,CREDIT,CLASSIC,"AKTIF YATIRIM BANKASI, A.S.",,,TR,TUR,TURKEY
441117,VISA,DEBIT,PREPAID CLASSIC,AS ODEME HIZMETLERI VE ELEKTRONIK PARA A.S,,,TR,TUR,TURKEY
441118,VISA,DEBIT,ELECTRON,"AKTIF YATIRIM BANKASI, A.S.",,,TR,TUR,TURKEY
441139,VISA,CREDIT,CLASSIC,"DENIZBANK, A.S.",+904440800,http://www.denizbank.com,TR,TUR,TURKEY
441206,VISA,CREDIT,CLASSIC,"TURKIYE FINANS KATILIM BANKASI, A.S.",,http://www.turkiyefinans.com.tr,TR,TUR,TURKEY
441341,VISA,CREDIT,PLATINUM,"ANADOLUBANK, A.S.",,,TR,TUR,TURKEY
442106,VISA,DEBIT,BUSINESS,"YAPI VE KREDI BANKASI, A.S.",,http://www.yapikredi.com.tr,TR,TUR,TURKEY
442395,VISA,CREDIT,PLATINUM,QNB BANK A.S,,,TR,TUR,TURKEY
442671,VISA,DEBIT,PREPAID CLASSIC,TURKIYE VAKIFLAR BANKASI T.A.O.,+903124557851,http://www.vakifbank.com.tr,TR,TUR,TURKEY
444028,VISA,DEBIT,BUSINESS,TURKIYE VAKIFLAR BANKASI T.A.O.,+903124557851,http://www.vakifbank.com.tr,TR,TUR,TURKEY
444029,VISA,CREDIT,GOLD,"FINANSBANK, A.S.",+908502220900,https://www.qnbfinansbank.com,TR,TUR,TURKEY
444616,VISA,DEBIT,,,,,TR,TUR,TURKEY
444676,VISA,CREDIT,CLASSIC,"T.C. ZIRAAT BANKASI, A.S.",,,TR,TUR,TURKEY
444677,VISA,CREDIT,GOLD,"T.C. ZIRAAT BANKASI, A.S.",,,TR,TUR,TURKEY
444678,VISA,CREDIT,PLATINUM,"T.C. ZIRAAT BANKASI, A.S.",,,TR,TUR,TURKEY
445988,VISA,DEBIT,ELECTRON,ICBC TURKEY BANK ANONIM SIRKETI,,,TR,TUR,TURKEY
446212,VISA,CREDIT,PLATINUM,"YAPI VE KREDI BANKASI, A.S.",,http://www.yapikredi.com.tr,TR,TUR,TURKEY
447501,VISA,DEBIT,ELECTRON,"KENTBANK, A.S.",+902122277065,http://www.kentcountycu.org,TR,TUR,TURKEY
447502,VISA,DEBIT,ELECTRON,"ING BANK, A.S.",+908502220600,http://www.ingbank.com.tr,TR,TUR,TURKEY
447503,VISA,DEBIT,BUSINESS,"TURK EKONOMI BANKASI, A.S.",,http://www.teb.com.tr,TR,TUR,TURKEY
447504,VISA,DEBIT,ELECTRON,"T.C. ZIRAAT BANKASI, A.S.",,,TR,TUR,TURKEY
447505,VISA,DEBIT,ELECTRON,"TURKIYE HALK BANKASI, A.S.",,http://www.halkbank.com.tr,TR,TUR,TURKEY
448472,VISA,CREDIT,CORPORATE T&E,TURKIYE GARANTI BANKASI A. S.,,,TR,TUR,TURKEY
450050,VISA,CREDIT,CLASSIC,"CITIBANK, A.S.",+902123194500,https://www.citibank.com.tr,TR,TUR,TURKEY
450051,VISA,CREDIT,GOLD,"CITIBANK, A.S.",+902123194500,https://www.citibank.com.tr,TR,TUR,TURKEY
450151,VISA,CREDIT,,,,,TR,TUR,TURKEY
450634,VISA,CREDIT,PLATINUM,"YAPI VE KREDI BANKASI, A.S.",,http://www.yapikredi.com.tr,TR,TUR,TURKEY
